ibge7,ibge6,nome,uf,slug,n_ubs
3118908,311890,Cordisburgo,MG,cordisburgo,5
3119005,311900,Cordislândia,MG,cordislandia,4
2304004,230400,Coreaú,CE,coreau,11
2504801,250480,Coremas,PB,coremas,37
5003108,500310,Corguinho,MS,corguinho,4
2909109,290910,Coribe,BA,coribe,9
3119104,311910,Corinto,MG,corinto,10
4106407,410640,Cornélio Procópio,PR,cornelio_procopio,13
3119203,311920,Coroaci,MG,coroaci,6
3512506,351250,Coroados,SP,coroados,1
2103604,210360,Coroatá,MA,coroata,20
3119302,311930,Coromandel,MG,coromandel,17
4305871,430587,Coronel Barros,RS,coronel_barros,1
4305900,430590,Coronel Bicaco,RS,coronel_bicaco,5
4106456,410645,Coronel Domingos Soares,PR,coronel_domingos_soares,6
2402808,240280,Coronel Ezequiel,RN,coronel_ezequiel,3
3119401,311940,Coronel Fabriciano,MG,coronel_fabriciano,21
4204400,420440,Coronel Freitas,SC,coronel_freitas,3
2402907,240290,Coronel João Pessoa,RN,coronel_joao_pessoa,4
2909208,290920,Coronel João Sá,BA,coronel_joao_sa,18
2202851,220285,Coronel José Dias,PI,coronel_jose_dias,3
3512605,351260,Coronel Macedo,SP,coronel_macedo,2
4204459,420445,Coronel Martins,SC,coronel_martins,2
3119500,311950,Coronel Murta,MG,coronel_murta,5
3119609,311960,Coronel Pacheco,MG,coronel_pacheco,3
4305934,430593,Coronel Pilar,RS,coronel_pilar,1
5003157,500315,Coronel Sapucaia,MS,coronel_sapucaia,4
4106506,410650,Coronel Vivida,PR,coronel_vivida,20
3119708,311970,Coronel Xavier Chaves,MG,coronel_xavier_chaves,3
3119807,311980,Córrego Danta,MG,corrego_danta,3
3119906,311990,Córrego do Bom Jesus,MG,corrego_do_bom_jesus,1
5205703,520570,Córrego do Ouro,GO,corrego_do_ouro,1
3119955,311995,Córrego Fundo,MG,corrego_fundo,2
3120003,312000,Córrego Novo,MG,corrego_novo,3
4204558,420455,Correia Pinto,SC,correia_pinto,4
2202901,220290,Corrente,PI,corrente,20
2604700,260470,Correntes,PE,correntes,11
2909307,290930,Correntina,BA,correntina,15
2604809,260480,Cortês,PE,cortes,11
5003207,500320,Corumbá,MS,corumba,27
5205802,520580,Corumbá de Goiás,GO,corumba_de_goias,4
5205901,520590,Corumbaíba,GO,corumbaiba,2
3512704,351270,Corumbataí,SP,corumbatai,1
4106555,410655,Corumbataí do Sul,PR,corumbatai_do_sul,1
1100072,110007,Corumbiara,RO,corumbiara,4
4204509,420450,Corupá,SC,corupa,6
2702306,270230,Coruripe,AL,coruripe,22
3512803,351280,Cosmópolis,SP,cosmopolis,10
3512902,351290,Cosmorama,SP,cosmorama,5
1100080,110008,Costa Marques,RO,costa_marques,8
5003256,500325,Costa Rica,MS,costa_rica,7
2909406,290940,Cotegipe,BA,cotegipe,6
3513009,351300,Cotia,SP,cotia,32
4305959,430595,Cotiporã,RS,cotipora,3
5103379,510337,Cotriguaçu,MT,cotriguacu,8
3120102,312010,Couto de Magalhães de Minas,MG,couto_de_magalhaes_de_minas,3
1706001,170600,Couto Magalhães,TO,couto_magalhaes,2
4305975,430597,Coxilha,RS,coxilha,1
5003306,500330,Coxim,MS,coxim,12
2504850,250485,Coxixola,PB,coxixola,2
2702355,270235,Craíbas,AL,craibas,12
2304103,230410,Crateús,CE,crateus,36
2304202,230420,Crato,CE,crato,42
3513108,351310,Cravinhos,SP,cravinhos,8
2909505,290950,Cravolândia,BA,cravolandia,7
4204608,420460,Criciúma,SC,criciuma,55
3120151,312015,Crisólita,MG,crisolita,4
2909604,290960,Crisópolis,BA,crisopolis,9
4306007,430600,Crissiumal,RS,crissiumal,5
3120201,312020,Cristais,MG,cristais,6
3513207,351320,Cristais Paulista,SP,cristais_paulista,5
4306056,430605,Cristal,RS,cristal,6
4306072,430607,Cristal do Sul,RS,cristal_do_sul,2
1706100,170610,Cristalândia,TO,cristalandia,3
2203008,220300,Cristalândia do Piauí,PI,cristalandia_do_piaui,5
3120300,312030,Cristália,MG,cristalia,4
5206206,520620,Cristalina,GO,cristalina,22
3120409,312040,Cristiano Otoni,MG,cristiano_otoni,3
5206305,520630,Cristianópolis,GO,cristianopolis,1
3120508,312050,Cristina,MG,cristina,14
2801702,280170,Cristinápolis,SE,cristinapolis,10
2203107,220310,Cristino Castro,PI,cristino_castro,13
2909703,290970,Cristópolis,BA,cristopolis,7
5206404,520640,Crixás,GO,crixas,7
1706258,170625,Crixás do Tocantins,TO,crixas_do_tocantins,1
2304236,230423,Croatá,CE,croata,11
5206503,520650,Cromínia,GO,crominia,3
3120607,312060,Crucilândia,MG,crucilandia,2
2304251,230425,Cruz,CE,cruz,14
4306106,430610,Cruz Alta,RS,cruz_alta,24
2909802,290980,Cruz das Almas,BA,cruz_das_almas,25
2504900,250490,Cruz do Espírito Santo,PB,cruz_do_espirito_santo,7
4106803,410680,Cruz Machado,PR,cruz_machado,9
3513306,351330,Cruzália,SP,cruzalia,3
4306130,430613,Cruzaltense,RS,cruzaltense,2
3513405,351340,Cruzeiro,SP,cruzeiro,18
3120706,312070,Cruzeiro da Fortaleza,MG,cruzeiro_da_fortaleza,4
4106571,410657,Cruzeiro do Iguaçu,PR,cruzeiro_do_iguacu,6
4106605,410660,Cruzeiro do Oeste,PR,cruzeiro_do_oeste,5
4106704,410670,Cruzeiro do Sul,PR,cruzeiro_do_sul,2
4306205,430620,Cruzeiro do Sul,RS,cruzeiro_do_sul,3
1200203,120020,Cruzeiro do Sul,AC,cruzeiro_do_sul,41
2403004,240300,Cruzeta,RN,cruzeta,8
3120805,312080,Cruzília,MG,cruzilia,7
4106852,410685,Cruzmaltina,PR,cruzmaltina,3
3513504,351350,Cubatão,SP,cubatao,18
2505006,250500,Cubati,PB,cubati,5
5103403,510340,Cuiabá,MT,cuiaba,102
2505105,250510,Cuité,PB,cuite,10
2505238,250523,Cuité de Mamanguape,PB,cuite_de_mamanguape,3
2505204,250520,Cuitegi,PB,cuitegi,8
1100940,110094,Cujubim,RO,cujubim,8
5206602,520660,Cumari,GO,cumari,2
2604908,260490,Cumaru,PE,cumaru,17
1502764,150276,Cumaru do Norte,PA,cumaru_do_norte,10
2801900,280190,Cumbe,SE,cumbe,5
3513603,351360,Cunha,SP,cunha,7
4204707,420470,Cunha Porã,SC,cunha_pora,3
4204756,420475,Cunhataí,SC,cunhatai,1
3120839,312083,Cuparaque,MG,cuparaque,3
2605004,260500,Cupira,PE,cupira,16
2909901,290990,Curaçá,BA,curaca,20
2203206,220320,Curimatá,PI,curimata,8
1502772,150277,Curionópolis,PA,curionopolis,10
4106902,410690,Curitiba,PR,curitiba,137
4204806,420480,Curitibanos,SC,curitibanos,14
4107009,410700,Curiúva,PR,curiuva,8
2203230,220323,Currais,PI,currais,4
2403103,240310,Currais Novos,RN,currais_novos,23
2505279,250527,Curral de Cima,PB,curral_de_cima,11
3120870,312087,Curral de Dentro,MG,curral_de_dentro,6
2203271,220327,Curral Novo do Piauí,PI,curral_novo_do_piaui,5
2505303,250530,Curral Velho,PB,curral_velho,1
1502806,150280,Curralinho,PA,curralinho,16
2203255,220325,Curralinhos,PI,curralinhos,3
1502855,150285,Curuá,PA,curua,10
1502905,150290,Curuçá,PA,curuca,15
2103703,210370,Cururupu,MA,cururupu,26
5103437,510343,Curvelândia,MT,curvelandia,4
3120904,312090,Curvelo,MG,curvelo,33
2605103,260510,Custódia,PE,custodia,22
1600212,160021,Cutias,AP,cutias,7
5206701,520670,Damianópolis,GO,damianopolis,2
2505352,250535,Damião,PB,damiao,3
5206800,520680,Damolândia,GO,damolandia,3
1706506,170650,Darcinópolis,TO,darcinopolis,1
2910008,291000,Dário Meira,BA,dario_meira,7
3121001,312100,Datas,MG,datas,9
4306304,430630,David Canabarro,RS,david_canabarro,1
5206909,520690,Davinópolis,GO,davinopolis,2
2103752,210375,Davinópolis,MA,davinopolis,9
3121100,312110,Delfim Moreira,MG,delfim_moreira,7
3121209,312120,Delfinópolis,MG,delfinopolis,9
2702405,270240,Delmiro Gouveia,AL,delmiro_gouveia,29
3121258,312125,Delta,MG,delta,3
2203305,220330,Demerval Lobão,PI,demerval_lobao,9
5103452,510345,Denise,MT,denise,4
5003454,500345,Deodápolis,MS,deodapolis,9
2304269,230426,Deputado Irapuan Pinheiro,CE,deputado_irapuan_pinheiro,8
4306320,430632,Derrubadas,RS,derrubadas,2
3513702,351370,Descalvado,SP,descalvado,13
4204905,420490,Descanso,SC,descanso,3
3121308,312130,Descoberto,MG,descoberto,3
2505402,250540,Desterro,PB,desterro,4
3121407,312140,Desterro de Entre Rios,MG,desterro_de_entre_rios,6
3121506,312150,Desterro do Melo,MG,desterro_do_melo,3
4306353,430635,Dezesseis de Novembro,RS,dezesseis_de_novembro,2
3513801,351380,Diadema,SP,diadema,22
2505600,250560,Diamante,PB,diamante,4
4107108,410710,Diamante do Norte,PR,diamante_do_norte,2
4107124,410712,Diamante do Sul,PR,diamante_do_sul,2
4107157,410715,Diamante D'Oeste,PR,diamante_d_oeste,2
3121605,312160,Diamantina,MG,diamantina,28
5103502,510350,Diamantino,MT,diamantino,14
1707009,170700,Dianópolis,TO,dianopolis,7
2910057,291005,Dias d'Ávila,BA,dias_d_avila,20
4306379,430637,Dilermando de Aguiar,RS,dilermando_de_aguiar,2
3121704,312170,Diogo de Vasconcelos,MG,diogo_de_vasconcelos,7
3121803,312180,Dionísio,MG,dionisio,4
4205001,420500,Dionísio Cerqueira,SC,dionisio_cerqueira,9
5207105,520710,Diorama,GO,diorama,2
3513850,351385,Dirce Reis,SP,dirce_reis,1
2203354,220335,Dirceu Arcoverde,PI,dirceu_arcoverde,4
2802007,280200,Divina Pastora,SE,divina_pastora,4
3121902,312190,Divinésia,MG,divinesia,3
3122009,312200,Divino,MG,divino,10
3122108,312210,Divino das Laranjeiras,MG,divino_das_laranjeiras,3
3201803,320180,Divino de São Lourenço,ES,divino_de_sao_lourenco,3
3513900,351390,Divinolândia,SP,divinolandia,6
3122207,312220,Divinolândia de Minas,MG,divinolandia_de_minas,4
3122306,312230,Divinópolis,MG,divinopolis,59
5208301,520830,Divinópolis de Goiás,GO,divinopolis_de_goias,3
1707108,170710,Divinópolis do Tocantins,TO,divinopolis_do_tocantins,3
3122355,312235,Divisa Alegre,MG,divisa_alegre,3
3122405,312240,Divisa Nova,MG,divisa_nova,3
3122454,312245,Divisópolis,MG,divisopolis,4
3514007,351400,Dobrada,SP,dobrada,2
3514106,351410,Dois Córregos,SP,dois_corregos,5
4306403,430640,Dois Irmãos,RS,dois_irmaos,14
4306429,430642,Dois Irmãos das Missões,RS,dois_irmaos_das_missoes,1
5003488,500348,Dois Irmãos do Buriti,MS,dois_irmaos_do_buriti,9
1707207,170720,Dois Irmãos do Tocantins,TO,dois_irmaos_do_tocantins,2
4306452,430645,Dois Lajeados,RS,dois_lajeados,1
2702504,270250,Dois Riachos,AL,dois_riachos,6
4107207,410720,Dois Vizinhos,PR,dois_vizinhos,16
3514205,351420,Dolcinópolis,SP,dolcinopolis,2
5103601,510360,Dom Aquino,MT,dom_aquino,6
2910107,291010,Dom Basílio,BA,dom_basilio,12
3122470,312247,Dom Bosco,MG,dom_bosco,2
3122504,312250,Dom Cavati,MG,dom_cavati,2
1502939,150293,Dom Eliseu,PA,dom_eliseu,14
2203404,220340,Dom Expedito Lopes,PI,dom_expedito_lopes,7
4306502,430650,Dom Feliciano,RS,dom_feliciano,7
2203453,220345,Dom Inocêncio,PI,dom_inocencio,6
3122603,312260,Dom Joaquim,MG,dom_joaquim,4
2910206,291020,Dom Macedo Costa,BA,dom_macedo_costa,2
4306601,430660,Dom Pedrito,RS,dom_pedrito,12
2103802,210380,Dom Pedro,MA,dom_pedro,10
4306551,430655,Dom Pedro de Alcântara,RS,dom_pedro_de_alcantara,1
3122702,312270,Dom Silvério,MG,dom_silverio,4
3122801,312280,Dom Viçoso,MG,dom_vicoso,4
3201902,320190,Domingos Martins,ES,domingos_martins,19
2203420,220342,Domingos Mourão,PI,domingos_mourao,2
4205100,420510,Dona Emma,SC,dona_emma,6
3122900,312290,Dona Euzébia,MG,dona_euzebia,4
4306700,430670,Dona Francisca,RS,dona_francisca,2
2505709,250570,Dona Inês,PB,dona_ines,6
3123007,312300,Dores de Campos,MG,dores_de_campos,4
3123106,312310,Dores de Guanhães,MG,dores_de_guanhaes,4
3123205,312320,Dores do Indaiá,MG,dores_do_indaia,7
3202009,320200,Dores do Rio Preto,ES,dores_do_rio_preto,4
3123304,312330,Dores do Turvo,MG,dores_do_turvo,3
3123403,312340,Doresópolis,MG,doresopolis,2
2605152,260515,Dormentes,PE,dormentes,10
4107256,410725,Douradina,PR,douradina,5
5003504,500350,Douradina,MS,douradina,4
3514304,351430,Dourado,SP,dourado,4
3123502,312350,Douradoquara,MG,douradoquara,1
5003702,500370,Dourados,MS,dourados,38
4107306,410730,Doutor Camargo,PR,doutor_camargo,6
4306734,430673,Doutor Maurício Cardoso,RS,doutor_mauricio_cardoso,4
4205159,420515,Doutor Pedrinho,SC,doutor_pedrinho,2
4306759,430675,Doutor Ricardo,RS,doutor_ricardo,1
2403202,240320,Doutor Severiano,RN,doutor_severiano,6
4128633,412863,Doutor Ulysses,PR,doutor_ulysses,3
5207253,520725,Doverlândia,GO,doverlandia,2
3514403,351440,Dracena,SP,dracena,16
3514502,351450,Duartina,SP,duartina,6
3301603,330160,Duas Barras,RJ,duas_barras,15
2505808,250580,Duas Estradas,PB,duas_estradas,3
1707306,170730,Dueré,TO,duere,2
3514601,351460,Dumont,SP,dumont,3
2103901,210390,Duque Bacelar,MA,duque_bacelar,7
3301702,330170,Duque de Caxias,RJ,duque_de_caxias,111
3123528,312352,Durandé,MG,durande,4
3514700,351470,Echaporã,SP,echapora,2
3202108,320210,Ecoporanga,ES,ecoporanga,9
5207352,520735,Edealina,GO,edealina,3
5207402,520740,Edéia,GO,edeia,6
1301407,130140,Eirunepé,AM,eirunepe,4
5003751,500375,Eldorado,MS,eldorado,7
3514809,351480,Eldorado,SP,eldorado,12
1502954,150295,Eldorado do Carajás,PA,eldorado_do_carajas,11
4306767,430676,Eldorado do Sul,RS,eldorado_do_sul,9
2203503,220350,Elesbão Veloso,PI,elesbao_veloso,10
3514908,351490,Elias Fausto,SP,elias_fausto,4
2203602,220360,Eliseu Martins,PI,eliseu_martins,4
3514924,351492,Elisiário,SP,elisiario,1
2910305,291030,Elísio Medrado,BA,elisio_medrado,12
3123601,312360,Elói Mendes,MG,eloi_mendes,13
2505907,250590,Emas,PB,emas,3
3514957,351495,Embaúba,SP,embauba,1
3515004,351500,Embu das Artes,SP,embu_das_artes,21
3515103,351510,Embu-Guaçu,SP,embu_guacu,12
3515129,351512,Emilianópolis,SP,emilianopolis,1
4306809,430680,Encantado,RS,encantado,9
2403301,240330,Encanto,RN,encanto,8
2910404,291040,Encruzilhada,BA,encruzilhada,11
4306908,430690,Encruzilhada do Sul,RS,encruzilhada_do_sul,8
4107405,410740,Enéas Marques,PR,eneas_marques,1
4107504,410750,Engenheiro Beltrão,PR,engenheiro_beltrao,6
3123700,312370,Engenheiro Caldas,MG,engenheiro_caldas,5
3515152,351515,Engenheiro Coelho,SP,engenheiro_coelho,5
3123809,312380,Engenheiro Navarro,MG,engenheiro_navarro,4
3301801,330180,Engenheiro Paulo de Frontin,RJ,engenheiro_paulo_de_frontin,11
4306924,430692,Engenho Velho,RS,engenho_velho,2
3123858,312385,Entre Folhas,MG,entre_folhas,3
2910503,291050,Entre Rios,BA,entre_rios,15
4205175,420517,Entre Rios,SC,entre_rios,4
3123908,312390,Entre Rios de Minas,MG,entre_rios_de_minas,8
4107538,410753,Entre Rios do Oeste,PR,entre_rios_do_oeste,1
4306957,430695,Entre Rios do Sul,RS,entre_rios_do_sul,1
4306932,430693,Entre-Ijuís,RS,entre_ijuis,6
1301506,130150,Envira,AM,envira,4
1200252,120025,Epitaciolândia,AC,epitaciolandia,8
2403400,240340,Equador,RN,equador,4
4306973,430697,Erebango,RS,erebango,2
4307005,430700,Erechim,RS,erechim,14
2304277,230427,Ereré,CE,erere,4
2900504,290050,Érico Cardoso,BA,erico_cardoso,9
4205191,420519,Ermo,SC,ermo,2
4307054,430705,Ernestina,RS,ernestina,2
4307203,430720,Erval Grande,RS,erval_grande,1
4307302,430730,Erval Seco,RS,erval_seco,4
4205209,420520,Erval Velho,SC,erval_velho,2
3124005,312400,Ervália,MG,ervalia,10
2605202,260520,Escada,PE,escada,33
4307401,430740,Esmeralda,RS,esmeralda,1
3124104,312410,Esmeraldas,MG,esmeraldas,30
3124203,312420,Espera Feliz,MG,espera_feliz,8
2506004,250600,Esperança,PB,esperanca,22
4307450,430745,Esperança do Sul,RS,esperanca_do_sul,1
4107520,410752,Esperança Nova,PR,esperanca_nova,1
2203701,220370,Esperantina,PI,esperantina,23
1707405,170740,Esperantina,TO,esperantina,3
2104008,210400,Esperantinópolis,MA,esperantinopolis,13
4107546,410754,Espigão Alto do Iguaçu,PR,espigao_alto_do_iguacu,4
1100098,110009,Espigão D'Oeste,RO,espigao_d_oeste,11
3124302,312430,Espinosa,MG,espinosa,15
2403509,240350,Espírito Santo,RN,espirito_santo,7
3124401,312440,Espírito Santo do Dourado,MG,espirito_santo_do_dourado,3
3515186,351518,Espírito Santo do Pinhal,SP,espirito_santo_do_pinhal,7
3515194,351519,Espírito Santo do Turvo,SP,espirito_santo_do_turvo,3
2910602,291060,Esplanada,BA,esplanada,14
4307500,430750,Espumoso,RS,espumoso,10
4307559,430755,Estação,RS,estacao,2
2802106,280210,Estância,SE,estancia,18
4307609,430760,Estância Velha,RS,estancia_velha,10
4307708,430770,Esteio,RS,esteio,16
3124500,312450,Estiva,MG,estiva,6
3557303,355730,Estiva Gerbi,SP,estiva_gerbi,5
2104057,210405,Estreito,MA,estreito,11
4307807,430780,Estrela,RS,estrela,8
3124609,312460,Estrela Dalva,MG,estrela_dalva,2
2702553,270255,Estrela de Alagoas,AL,estrela_de_alagoas,13
3124708,312470,Estrela do Indaiá,MG,estrela_do_indaia,4
5207501,520750,Estrela do Norte,GO,estrela_do_norte,2
3515301,351530,Estrela do Norte,SP,estrela_do_norte,1
3124807,312480,Estrela do Sul,MG,estrela_do_sul,5
3515202,351520,Estrela d'Oeste,SP,estrela_d_oeste,3
4307815,430781,Estrela Velha,RS,estrela_velha,3
2910701,291070,Euclides da Cunha,BA,euclides_da_cunha,20
3515350,351535,Euclides da Cunha Paulista,SP,euclides_da_cunha_paulista,5
4307831,430783,Eugênio de Castro,RS,eugenio_de_castro,1
3124906,312490,Eugenópolis,MG,eugenopolis,8
2910727,291072,Eunápolis,BA,eunapolis,34
2304285,230428,Eusébio,CE,eusebio,18
3125002,312500,Ewbank da Câmara,MG,ewbank_da_camara,3
3125101,312510,Extrema,MG,extrema,22
2403608,240360,Extremoz,RN,extremoz,15
2605301,260530,Exu,PE,exu,15
2506103,250610,Fagundes,PB,fagundes,11
4307864,430786,Fagundes Varela,RS,fagundes_varela,1
5207535,520753,Faina,GO,faina,4
3125200,312520,Fama,MG,fama,2
3125309,312530,Faria Lemos,MG,faria_lemos,3
2304301,230430,Farias Brito,CE,farias_brito,19
1503002,150300,Faro,PA,faro,10
4107553,410755,Farol,PR,farol,3
4307906,430790,Farroupilha,RS,farroupilha,19
3515400,351540,Fartura,SP,fartura,4
2203750,220375,Fartura do Piauí,PI,fartura_do_piaui,2
1707553,170755,Fátima,TO,fatima,3
2910750,291075,Fátima,BA,fatima,12
5003801,500380,Fátima do Sul,MS,fatima_do_sul,9
4107603,410760,Faxinal,PR,faxinal,7
4308003,430800,Faxinal do Soturno,RS,faxinal_do_soturno,4
4205308,420530,Faxinal dos Guedes,SC,faxinal_dos_guedes,8
4308052,430805,Faxinalzinho,RS,faxinalzinho,1
5207600,520760,Fazenda Nova,GO,fazenda_nova,4
4107652,410765,Fazenda Rio Grande,PR,fazenda_rio_grande,16
4308078,430807,Fazenda Vilanova,RS,fazenda_vilanova,1
1200302,120030,Feijó,AC,feijo,15
2910776,291077,Feira da Mata,BA,feira_da_mata,3
2910800,291080,Feira de Santana,BA,feira_de_santana,125
2702603,270260,Feira Grande,AL,feira_grande,12
2802205,280220,Feira Nova,SE,feira_nova,7
2605400,260540,Feira Nova,PE,feira_nova,13
2104073,210407,Feira Nova do Maranhão,MA,feira_nova_do_maranhao,3
3125408,312540,Felício dos Santos,MG,felicio_dos_santos,3
2403707,240370,Felipe Guerra,RN,felipe_guerra,4
3125606,312560,Felisburgo,MG,felisburgo,5
3125705,312570,Felixlândia,MG,felixlandia,8
4308102,430810,Feliz,RS,feliz,6
2702702,270270,Feliz Deserto,AL,feliz_deserto,2
5103700,510370,Feliz Natal,MT,feliz_natal,6
4107702,410770,Fênix,PR,fenix,3
4107736,410773,Fernandes Pinheiro,PR,fernandes_pinheiro,6
3125804,312580,Fernandes Tourinho,MG,fernandes_tourinho,2
2605459,260545,Fernando de Noronha,PE,fernando_de_noronha,3
2104081,210408,Fernando Falcão,MA,fernando_falcao,6
2403756,240375,Fernando Pedroza,RN,fernando_pedroza,2
3515608,351560,Fernando Prestes,SP,fernando_prestes,3
3515509,351550,Fernandópolis,SP,fernandopolis,22
3515657,351565,Fernão,SP,fernao,1
3515707,351570,Ferraz de Vasconcelos,SP,ferraz_de_vasconcelos,14
1600238,160023,Ferreira Gomes,AP,ferreira_gomes,6
2605509,260550,Ferreiros,PE,ferreiros,7
3125903,312590,Ferros,MG,ferros,2
3125952,312595,Fervedouro,MG,fervedouro,5
4107751,410775,Figueira,PR,figueira,6
5003900,500390,Figueirão,MS,figueirao,2
1707652,170765,Figueirópolis,TO,figueiropolis,3
5103809,510380,Figueirópolis D'Oeste,MT,figueiropolis_d_oeste,1
1707702,170770,Filadélfia,TO,filadelfia,4
2910859,291085,Filadélfia,BA,filadelfia,18
2910909,291090,Firmino Alves,BA,firmino_alves,5
5207808,520780,Firminópolis,GO,firminopolis,6
2702801,270280,Flexeiras,AL,flexeiras,5
4107850,410785,Flor da Serra do Sul,PR,flor_da_serra_do_sul,9
4205357,420535,Flor do Sertão,SC,flor_do_sertao,1
3515806,351580,Flora Rica,SP,flora_rica,1
4107801,410780,Floraí,PR,florai,4
2403806,240380,Florânia,RN,florania,15
3515905,351590,Floreal,SP,floreal,2
2605608,260560,Flores,PE,flores,11
4308201,430820,Flores da Cunha,RS,flores_da_cunha,7
5207907,520790,Flores de Goiás,GO,flores_de_goias,5
2203800,220380,Flores do Piauí,PI,flores_do_piaui,3
2605707,260570,Floresta,PE,floresta,14
4107900,410790,Floresta,PR,floresta,5
2911006,291100,Floresta Azul,BA,floresta_azul,5
1503044,150304,Floresta do Araguaia,PA,floresta_do_araguaia,14
2203859,220385,Floresta do Piauí,PI,floresta_do_piaui,5
3126000,312600,Florestal,MG,florestal,3
4108007,410800,Florestópolis,PR,florestopolis,4
2203909,220390,Floriano,PI,floriano,26
4308250,430825,Floriano Peixoto,RS,floriano_peixoto,2
4205407,420540,Florianópolis,SC,florianopolis,57
4108106,410810,Flórida,PR,florida,1
3516002,351600,Flórida Paulista,SP,florida_paulista,6
3516101,351610,Florínea,SP,florinea,3
1301605,130160,Fonte Boa,AM,fonte_boa,4
4308300,430830,Fontoura Xavier,RS,fontoura_xavier,6
3126109,312610,Formiga,MG,formiga,17
4308409,430840,Formigueiro,RS,formigueiro,4
5208004,520800,Formosa,GO,formosa,21
2104099,210409,Formosa da Serra Negra,MA,formosa_da_serra_negra,12
4108205,410820,Formosa do Oeste,PR,formosa_do_oeste,3
2911105,291110,Formosa do Rio Preto,BA,formosa_do_rio_preto,12
4205431,420543,Formosa do Sul,SC,formosa_do_sul,1
5208103,520810,Formoso,GO,formoso,2
3126208,312620,Formoso,MG,formoso,3
1708205,170820,Formoso do Araguaia,TO,formoso_do_araguaia,7
4308433,430843,Forquetinha,RS,forquetinha,1
2304350,230435,Forquilha,CE,forquilha,9
4205456,420545,Forquilhinha,SC,forquilhinha,17
2304400,230440,Fortaleza,CE,fortaleza,149
3126307,312630,Fortaleza de Minas,MG,fortaleza_de_minas,2
2104107,210410,Fortaleza dos Nogueiras,MA,fortaleza_dos_nogueiras,7
4308458,430845,Fortaleza dos Valos,RS,fortaleza_dos_valos,6
2304459,230445,Fortim,CE,fortim,8
2104206,210420,Fortuna,MA,fortuna,11
3126406,312640,Fortuna de Minas,MG,fortuna_de_minas,3
4108304,410830,Foz do Iguaçu,PR,foz_do_iguacu,42
4108452,410845,Foz do Jordão,PR,foz_do_jordao,4
4205506,420550,Fraiburgo,SC,fraiburgo,9
3516200,351620,Franca,SP,franca,25
2204006,220400,Francinópolis,PI,francinopolis,7
4108320,410832,Francisco Alves,PR,francisco_alves,5
2204105,220410,Francisco Ayres,PI,francisco_ayres,4
3126505,312650,Francisco Badaró,MG,francisco_badaro,6
4108403,410840,Francisco Beltrão,PR,francisco_beltrao,44
2403905,240390,Francisco Dantas,RN,francisco_dantas,5
3126604,312660,Francisco Dumont,MG,francisco_dumont,5
2204154,220415,Francisco Macedo,PI,francisco_macedo,4
3516309,351630,Francisco Morato,SP,francisco_morato,14
3126703,312670,Francisco Sá,MG,francisco_sa,15
2204204,220420,Francisco Santos,PI,francisco_santos,5
3126752,312675,Franciscópolis,MG,franciscopolis,3
3516408,351640,Franco da Rocha,SP,franco_da_rocha,24
2304509,230450,Frecheirinha,CE,frecheirinha,7
4308508,430850,Frederico Westphalen,RS,frederico_westphalen,12
3126802,312680,Frei Gaspar,MG,frei_gaspar,3
3126901,312690,Frei Inocêncio,MG,frei_inocencio,6
3126950,312695,Frei Lagonegro,MG,frei_lagonegro,1
2506202,250620,Frei Martinho,PB,frei_martinho,7
2605806,260580,Frei Miguelinho,PE,frei_miguelinho,14
2802304,280230,Frei Paulo,SE,frei_paulo,9
4205555,420555,Frei Rogério,SC,frei_rogerio,1
3127008,312700,Fronteira,MG,fronteira,7
3127057,312705,Fronteira dos Vales,MG,fronteira_dos_vales,2
2204303,220430,Fronteiras,PI,fronteiras,11
3127073,312707,Fruta de Leite,MG,fruta_de_leite,4
3127107,312710,Frutal,MG,frutal,17
2404002,240400,Frutuoso Gomes,RN,frutuoso_gomes,6
3202207,320220,Fundão,ES,fundao,4
3127206,312720,Funilândia,MG,funilandia,5
3516507,351650,Gabriel Monteiro,SP,gabriel_monteiro,1
2506251,250625,Gado Bravo,PB,gado_bravo,6
3516606,351660,Gália,SP,galia,4
3127305,312730,Galiléia,MG,galileia,5
2404101,240410,Galinhos,RN,galinhos,3
4205605,420560,Galvão,SC,galvao,1
2605905,260590,Gameleira,PE,gameleira,12
5208152,520815,Gameleira de Goiás,GO,gameleira_de_goias,2
3127339,312733,Gameleiras,MG,gameleiras,4
2911204,291120,Gandu,BA,gandu,14
2606002,260600,Garanhuns,PE,garanhuns,51
2802403,280240,Gararu,SE,gararu,7
3516705,351670,Garça,SP,garca,13
4308607,430860,Garibaldi,RS,garibaldi,10
4205704,420570,Garopaba,SC,garopaba,14
1503077,150307,Garrafão do Norte,PA,garrafao_do_norte,19
4308656,430865,Garruchos,RS,garruchos,8
4205803,420580,Garuva,SC,garuva,8
4205902,420590,Gaspar,SC,gaspar,26
3516804,351680,Gastão Vidigal,SP,gastao_vidigal,1
5103858,510385,Gaúcha do Norte,MT,gaucha_do_norte,6
4308706,430870,Gaurama,RS,gaurama,2
2911253,291125,Gavião,BA,gaviao,3
3516853,351685,Gavião Peixoto,SP,gaviao_peixoto,3
2204352,220435,Geminiano,PI,geminiano,7
4308805,430880,General Câmara,RS,general_camara,6
5103908,510390,General Carneiro,MT,general_carneiro,5
4108502,410850,General Carneiro,PR,general_carneiro,6
2802502,280250,General Maynard,SE,general_maynard,2
3516903,351690,General Salgado,SP,general_salgado,5
