CD_setor,V00644,V00645,V00646,V00647,V00648,V00649,V00650,V00651,V00652,V00653,V00654,V00655,V00656,V00657,V00658,V00659,V00660,V00661,V00662,V00663,V00664,V00665,V00666,V00667,V00668,V00669,V00670,V00671,V00672,V00673,V00674,V00675,V00676,V00677,V00678,V00679,V00680,V00681,V00682,V00683,V00684,V00685,V00686,V00687,V00688,V00689,V00690,V00691,V00692,V00693,V00694,V00695,V00696,V00697,V00698,V00699,V00700,V00701,V00702,V00703,V00704,V00705,V00706,V00707,V00708,V00709,V00710,V00711,V00712,V00713,V00714,V00715,V00716,V00717,V00718,V00719,V00720,V00721,V00722,V00723,V00724,V00725,V00726,V00727,V00728,V00729,V00730,V00731,V00732,V00733,V00734,V00735,V00736,V00737,V00738,V00739,V00740,V00741,V00742,V00743,V00744,V00745,V00746,V00747,V00748,V00749,V00750,V00751,V00752,V00753,V00754,V00755,V00756,V00757,V00758,V00759,V00760,V00761,V00762,V00763,V00764,V00765,V00766,V00767,V00768,V00769,V00770,V00771,V00772,V00773,V00774,V00775,V00776,V00777,V00778,V00779,V00780,V00781,V00782,V00783,V00784,V00785,V00786,V00787,V00788,V00789,V00790,V00791,V00792,V00793,V00794,V00795,V00796,V00797,V00798,V00799,V00800,V00801,V00802,V00803,V00804,V00805,V00806,V00807,V00808,V00809,V00810,V00811,V00812,V00813,V00814,V00815,V00816,V00817,V00818,V00819,V00820,V00821,V00822,V00823,V00824,V00825,V00826,V00827,V00828,V00829,V00830,V00831,V00832,V00833,V00834,V00835,V00836,V00837,V00838,V00839,V00840,V00841,V00842,V00843,V00844,V00845,V00846,V00847,V00848,V00849,V00850,V00851,V00852,V00853,V00854,V00855,V00856,V00857,V00858,V00859,V00860,V00861,V00862,V00863,V00864,V00865,V00866,V00867,V00868,V00869,V00870,V00871,V00872,V00873,V00874,V00875,V00876,V00877,V00878,V00879,V00880,V00881,V00882,V00883,V00884,V00885,V00886,V00887,V00888,V00889,V00890,V00891,V00892,V00893,V00894,V00895,V00896,V00897,V00898,V00899,V00900,V00901,V00902,V00903,V00904,V00905,V00906,V00907,V00908,V00909,V00910,V00911,V00912,V00913,V00914,V00915,V00916,V00917,V00918,V00919,V00920,V00921,V00922,V00923,V00924,V00925,V00926,V00927,V00928,V00929,V00930,V00931,V00932,V00933,V00934,V00935,V00936,V00937,V00938,V00939,V00940,V00941,V00942,V00943,V00944,V00945,V00946,V00947,V00948,V00949,V00950,V00951,V00952,V00953,V00954,V00955,V00956,V00957,V00958,V00959,V00960,V00961,V00962,V00963,V00964,V00965,V00966,V00967,V00968,V00969,V00970,V00971,V00972,V00973,V00974,V00975,V00976,V00977,V00978,V00979,V00980,V00981,V00982,V00983,V00984,V00985,V00986,V00987,V00988,V00989,V00990,V00991,V00992,V00993,V00994,V00995,V00996,V00997,V00998,V00999,V01000,V01001,V01002,V01003,V01004,V01005
431440705160019,15,17,15,18,16,12,16,12,11,16,28,30,17,14,,0,0,0,14,,0,,0,10,,0,3,0,16,,0,0,0,13,3,0,0,0,11,,0,0,0,13,,0,,0,12,0,0,0,0,7,,0,3,0,15,,0,0,0,26,,0,0,0,29,0,0,,0,16,0,0,,0,6,7,6,9,9,5,4,5,3,7,5,15,,9,10,9,9,7,7,12,7,8,9,23,15,15,15,17,15,18,16,12,16,12,11,16,28,29,17,14,,0,0,0,14,,0,,0,10,,0,3,0,16,,0,0,0,13,3,0,0,0,11,,0,0,0,13,,0,,0,12,0,0,0,0,7,,0,3,0,15,,0,0,0,26,,0,0,0,28,0,0,,0,16,0,0,,0,6,7,6,9,9,5,4,5,3,7,5,15,,9,10,9,9,7,7,12,7,8,9,23,14,15,47,0,85,0,90,,19,0,35,0,29,0,28,0,50,0,61,,38,0,5,0,0,0,4,0,0,0,72,0,8,0,0,0,5,0,0,0,85,,3,0,0,0,,0,0,0,222,,195,,16,0,0,0,11,0,0,0,83,0,139,,72,0,6,0,0,0,5,0,0,0,123,,10,0,0,0,6,0,0,0,4,0,7,0,6,0,9,0,11,0,7,0,7,0,9,0,7,0,9,0,20,0,17,,12,0,110,,8,0,0,0,7,0,0,0,8,0,24,0,21,0,9,0,26,0,37,,125,,53,0,72,,52,72,11,28,14,19,,8,0,3,0,,3,,,3
431440705160020,31,60,41,38,34,44,26,23,30,26,17,30,19,26,,0,3,0,46,7,,6,0,35,,0,4,0,35,,0,,0,28,4,0,,0,33,6,0,5,0,20,,0,4,0,20,,0,,0,27,,0,,0,24,0,0,,0,16,,0,0,0,24,5,0,,0,16,,0,,0,16,30,25,19,20,21,10,11,10,9,4,16,6,15,30,16,19,14,23,16,12,20,17,13,14,13,30,60,41,38,34,42,26,23,30,26,17,30,18,25,,0,3,0,46,7,,6,0,35,,0,4,0,35,,0,,0,28,4,0,,0,32,5,0,5,0,20,,0,4,0,20,,0,,0,27,,0,,0,24,0,0,,0,16,,0,0,0,24,5,0,,0,15,,0,,0,16,30,25,19,20,19,10,11,10,9,4,16,6,14,30,16,19,14,23,16,12,20,17,13,14,12,131,,193,,91,,71,0,89,,35,0,60,,104,0,56,,106,,11,0,,0,13,0,0,0,162,,16,,0,0,15,0,0,0,79,,8,0,0,0,4,0,0,0,415,4,347,3,35,,,0,32,0,0,0,195,,220,,163,,15,,,0,16,0,0,0,184,,20,0,0,0,16,0,0,0,4,0,35,0,20,0,21,0,20,0,23,0,11,0,13,0,16,0,19,0,7,0,24,0,11,,184,,23,0,,0,16,0,0,0,28,0,50,0,22,0,31,0,54,0,39,,224,,100,0,124,,100,124,44,41,20,25,8,11,4,4,4,3,4,,11,8
431440705160021,25,25,34,21,19,26,30,32,21,33,19,35,16,14,8,0,3,0,16,7,0,,0,28,5,0,,0,18,,0,,0,13,5,0,,0,14,9,0,3,0,24,4,0,,0,24,4,0,4,0,14,5,0,,0,29,,0,,0,14,,0,3,0,29,3,0,3,0,10,4,0,,0,14,13,22,9,9,16,14,14,6,16,9,13,4,11,12,12,12,10,10,16,18,15,17,10,22,12,24,25,34,20,19,26,28,32,20,33,19,35,16,14,8,0,,0,16,7,0,,0,28,5,0,,0,17,,0,,0,13,5,0,,0,14,9,0,3,0,22,4,0,,0,24,4,0,4,0,14,4,0,,0,29,,0,,0,14,,0,3,0,29,3,0,3,0,10,4,0,,0,13,13,22,8,9,16,12,14,6,16,9,13,4,11,12,12,12,10,10,16,18,14,17,10,22,12,83,,145,4,103,0,48,,65,3,42,0,35,0,80,,61,0,58,0,20,0,0,0,5,,0,0,104,3,28,,0,0,13,0,0,0,82,0,11,0,0,0,10,0,0,0,331,5,244,3,59,,0,0,28,,0,0,155,4,176,,114,3,27,0,0,0,14,,0,0,130,0,32,,0,0,14,0,0,0,,0,5,0,15,0,6,0,7,0,14,0,18,,19,0,10,0,22,0,14,0,21,0,5,0,116,,28,0,0,0,13,0,0,0,11,0,34,,23,0,10,0,40,0,39,0,157,,68,,89,0,68,88,35,37,39,23,4,12,,,,5,4,8,,0
431440705160022,29,40,28,37,29,22,29,30,40,34,30,42,30,23,,0,5,0,32,5,0,3,0,24,,0,,0,29,,0,6,0,21,,0,7,0,16,,0,4,0,25,,0,,0,26,,0,,0,35,4,0,,0,28,4,0,,0,25,3,0,,0,33,4,0,5,0,22,7,0,,0,15,26,14,18,21,6,11,14,15,16,10,13,6,14,14,14,19,8,16,18,16,25,18,20,29,24,29,40,28,37,28,22,29,28,40,34,29,42,28,23,,0,5,0,32,5,0,3,0,24,,0,,0,29,,0,6,0,21,,0,6,0,16,,0,4,0,25,,0,,0,25,,0,,0,35,4,0,,0,28,4,0,,0,24,3,0,,0,33,4,0,5,0,21,6,0,,0,15,26,14,18,21,6,11,12,15,16,9,13,6,14,14,14,19,7,16,18,16,25,18,20,29,22,97,0,184,3,133,3,55,0,83,,44,,42,0,101,,89,,79,0,8,0,0,0,10,0,0,0,151,,12,,0,0,21,,0,0,106,,17,,0,0,10,0,0,0,414,6,336,3,37,,0,0,41,,0,0,182,3,232,3,143,,16,,0,0,23,0,0,0,193,,21,,0,0,18,,0,0,3,0,14,0,10,0,15,0,16,0,14,0,16,0,13,0,27,0,22,0,20,0,27,0,22,,181,,16,0,0,0,22,0,0,0,17,0,44,0,31,0,10,0,57,0,60,,219,,92,0,127,,92,127,36,41,26,35,6,14,6,,3,6,6,5,5,
431440705160023,27,61,28,32,31,41,22,32,27,44,31,53,34,23,4,0,0,0,53,5,,,0,22,,0,4,0,28,3,0,,0,26,4,0,,0,35,5,0,,0,18,,0,,0,29,,0,,0,26,0,0,,0,44,0,0,0,0,27,,0,,0,48,,0,3,0,30,3,0,,0,14,34,15,14,14,20,10,14,8,17,9,20,14,13,27,13,18,17,21,12,18,19,27,22,33,20,26,61,28,32,31,41,21,31,27,43,31,52,32,23,3,0,0,0,53,5,,,0,22,,0,4,0,28,3,0,,0,26,4,0,,0,35,5,0,,0,17,,0,,0,28,,0,,0,26,0,0,,0,43,0,0,0,0,27,,0,,0,48,,0,,0,29,,0,,0,14,34,15,14,14,20,9,13,8,16,9,20,13,12,27,13,18,17,21,12,18,19,27,22,32,19,115,,183,,158,4,63,0,78,,58,,52,,105,0,100,,98,0,10,,,0,6,0,0,0,160,,15,0,0,0,8,0,0,0,147,,6,,0,0,5,,0,0,456,7,405,4,31,,,0,19,,0,0,199,4,257,3,176,4,13,0,,0,9,0,0,0,229,0,18,,0,0,10,,0,0,4,0,22,0,13,0,15,0,14,0,20,0,11,0,15,0,15,0,30,0,20,0,37,0,16,0,203,0,16,0,,0,12,0,0,0,27,0,38,0,46,0,12,0,52,0,57,0,232,0,111,0,121,0,111,121,33,72,34,33,,7,,7,5,4,6,8,7,5
431440705160024,19,17,31,33,20,27,24,19,24,16,26,34,23,17,0,0,,0,15,,0,0,0,28,,0,,0,26,5,0,,0,18,,0,,0,23,,0,,0,23,0,0,,0,16,,0,,0,22,,0,,0,12,0,0,4,0,23,,0,,0,33,,0,0,0,22,,0,0,0,11,7,17,16,10,10,12,6,12,7,10,14,6,8,10,14,17,10,17,12,13,12,9,16,20,17,19,16,31,33,20,27,24,19,24,16,26,34,23,17,0,0,,0,14,,0,0,0,28,,0,,0,26,5,0,,0,18,,0,,0,23,,0,,0,23,0,0,,0,16,,0,,0,22,,0,,0,12,0,0,4,0,23,,0,,0,33,,0,0,0,22,,0,0,0,11,7,17,16,10,10,12,6,12,7,10,14,6,8,9,14,17,10,17,12,13,12,9,16,20,17,66,,147,0,99,0,35,0,66,0,37,0,31,,81,0,62,0,59,,4,0,0,0,3,0,0,0,128,0,11,0,0,0,8,0,0,0,90,0,4,0,0,0,5,0,0,0,312,,277,,19,0,0,0,16,0,0,0,138,0,174,,119,0,12,0,0,0,7,0,0,0,158,,7,0,0,0,9,0,0,0,3,0,,0,14,0,19,0,8,0,17,0,13,0,15,0,15,0,9,0,13,0,23,0,13,0,143,0,10,0,0,0,11,0,0,0,10,0,38,0,25,0,9,0,49,0,33,0,164,0,73,0,91,0,73,91,29,44,24,19,0,9,4,,,,3,,0,
431440705160025,12,108,55,21,19,19,10,19,15,25,15,41,23,12,0,0,0,0,94,,,11,0,43,,,10,0,20,,0,0,0,19,0,0,0,0,17,0,,,0,9,0,0,,0,17,,0,0,0,13,0,,,0,24,,0,0,0,14,0,0,,0,41,0,0,0,0,23,0,0,0,0,3,45,26,10,9,9,3,9,6,9,9,11,9,9,63,29,11,10,10,7,10,9,16,6,30,14,12,108,55,21,19,19,10,19,15,25,15,41,22,12,0,0,0,0,94,,,11,0,43,,,10,0,20,,0,0,0,19,0,0,0,0,17,0,,,0,9,0,0,,0,17,,0,0,0,13,0,,,0,24,,0,0,0,14,0,0,,0,41,0,0,0,0,22,0,0,0,0,3,45,26,10,9,9,3,9,6,9,9,11,9,9,63,29,11,10,10,7,10,9,16,6,30,13,175,0,103,0,103,,74,0,46,0,38,0,101,0,57,0,65,,149,0,3,0,,0,21,0,0,0,95,0,3,0,,0,3,0,0,0,101,,,0,0,0,,0,0,0,381,,345,,7,0,4,0,25,0,0,0,158,0,223,,138,0,3,0,,0,15,0,0,0,207,,4,0,,0,10,0,0,0,,0,54,0,22,0,10,0,15,0,10,0,5,0,15,0,8,0,17,0,7,0,24,0,17,0,185,0,3,0,3,0,14,0,0,0,32,0,40,0,26,0,45,0,23,0,39,0,205,0,98,0,107,0,97,107,18,50,7,11,3,4,,,3,13,,5,23,22
431440705160026,16,38,25,15,18,22,14,13,12,9,13,21,15,9,3,0,4,0,29,4,0,5,0,22,,0,,0,11,,0,3,0,15,0,0,3,0,16,5,0,,0,12,0,0,,,12,0,0,,0,11,,0,0,0,9,0,0,0,0,12,,0,0,0,19,0,0,,0,15,0,0,0,0,7,16,7,9,9,11,7,7,,4,8,8,5,9,22,18,6,9,11,7,6,10,5,5,13,10,16,38,25,15,18,22,14,13,12,9,13,21,15,9,3,0,4,0,29,4,0,5,0,22,,0,,0,11,,0,3,0,15,0,0,3,0,16,5,0,,0,12,0,0,,,12,0,0,,0,11,,0,0,0,9,0,0,0,0,12,,0,0,0,19,0,0,,0,15,0,0,0,0,7,16,7,9,9,11,7,7,,4,8,8,5,9,22,18,6,9,11,7,6,10,5,5,13,10,79,0,94,0,58,0,30,0,45,0,25,0,49,0,49,0,33,0,60,0,8,0,0,0,11,0,0,0,77,0,7,0,0,0,9,0,,0,55,0,,0,0,0,,0,0,0,231,0,192,0,16,0,0,0,22,0,,0,100,0,131,0,84,0,4,0,0,0,12,0,0,0,108,0,12,0,0,0,10,0,,0,3,0,19,0,17,0,8,0,9,0,12,0,4,0,5,0,7,0,4,0,9,0,15,0,3,0,98,0,6,0,0,0,11,0,0,0,15,0,25,0,18,0,24,0,20,0,13,0,115,0,58,0,57,0,58,57,18,29,10,20,6,14,,,3,,,0,,8
431440705160027,17,66,38,10,13,12,14,15,13,14,12,13,14,15,0,0,,0,58,,0,7,0,32,3,0,3,0,9,0,0,,0,12,,0,0,0,10,0,0,,0,11,0,0,3,0,14,0,0,,0,13,0,0,0,0,12,0,0,,0,12,0,0,0,0,10,,0,,0,14,0,0,0,0,6,29,21,7,4,6,6,9,4,3,4,4,4,11,37,17,3,9,6,8,6,9,11,8,9,10,17,65,38,10,13,12,14,15,13,13,12,13,14,15,0,0,,0,57,,0,7,0,32,3,0,3,0,9,0,0,,0,12,,0,0,0,10,0,0,,0,11,0,0,3,0,14,0,0,,0,13,0,0,0,0,11,0,0,,0,12,0,0,0,0,10,,0,,0,14,0,0,0,0,6,29,21,7,4,6,6,9,4,3,4,4,4,11,36,17,3,9,6,8,6,9,10,8,9,10,120,,77,0,52,,56,0,36,0,15,0,64,,41,0,37,,104,,4,0,0,0,12,0,0,0,69,0,,0,0,0,7,0,0,0,47,,,0,0,0,3,0,0,0,249,,220,,7,0,0,0,22,0,0,0,107,0,142,,91,0,4,0,0,0,12,0,0,0,129,,3,0,0,0,10,0,0,0,11,0,45,,29,0,8,0,10,0,5,0,8,0,12,0,6,0,10,0,8,0,9,0,10,0,148,,6,0,0,0,17,0,0,0,42,0,26,0,12,0,43,,23,0,25,0,171,,80,0,91,,80,91,12,26,6,11,0,4,,3,,,,3,5,3
431440705160028,11,62,32,19,4,5,11,,7,8,14,22,6,10,,0,0,0,53,,,3,,27,,0,3,0,14,,0,3,0,4,0,0,0,0,5,0,0,0,0,11,0,0,0,0,,0,0,0,0,5,,0,,0,7,,0,0,0,12,,0,,0,21,0,0,,0,5,0,0,,0,4,28,10,12,,3,5,,,4,3,9,3,7,34,22,7,,,6,,5,4,11,13,3,11,61,32,19,4,5,11,,7,8,14,22,5,10,,0,0,0,52,,,3,,27,,0,3,0,14,,0,3,0,4,0,0,0,0,5,0,0,0,0,11,0,0,0,0,,0,0,0,0,5,,0,,0,7,,0,0,0,12,,0,,0,21,0,0,,0,5,0,0,0,0,4,27,10,12,,3,5,,,4,3,9,3,7,34,22,7,,,6,,5,4,11,13,,104,,48,0,49,,41,,25,0,19,0,63,0,23,0,30,,89,,5,0,,0,6,0,,0,41,0,3,0,0,0,4,0,0,0,45,0,,0,0,0,,,0,0,201,,175,,10,0,,0,12,,,0,85,,116,,74,,4,0,,0,4,0,,0,101,0,6,0,0,0,8,,,0,5,0,35,0,21,0,13,0,3,0,3,0,7,0,,0,5,0,6,0,9,0,15,0,,,105,0,7,0,,0,10,,,0,25,0,17,0,12,0,36,0,15,0,20,,125,,54,0,71,,54,71,10,17,7,6,,,,0,,3,,3,9,14
431440705160029,24,95,42,24,8,15,4,4,12,12,15,27,20,21,3,0,0,0,79,6,0,10,0,40,,0,0,0,18,4,0,,0,8,0,0,0,0,15,0,0,0,0,4,0,0,0,0,4,0,0,0,0,11,,0,0,0,12,0,0,0,0,15,0,0,0,0,26,0,0,,0,20,0,0,0,0,9,44,20,12,5,6,,,5,3,5,7,7,15,51,22,12,3,9,,,7,9,10,20,13,24,95,42,24,8,15,4,4,12,12,15,27,20,21,3,0,0,0,79,6,0,10,0,40,,0,0,0,18,4,0,,0,8,0,0,0,0,15,0,0,0,0,4,0,0,0,0,4,0,0,0,0,11,,0,0,0,12,0,0,0,0,15,0,0,0,0,26,0,0,,0,20,0,0,0,0,9,44,20,12,5,6,,,5,3,5,7,7,15,51,22,12,3,9,,,7,9,10,20,13,161,0,67,0,74,0,73,0,32,0,22,0,88,0,35,0,52,0,140,0,11,0,0,0,10,0,0,0,60,0,5,0,0,0,,0,0,0,73,0,0,0,0,0,,0,0,0,302,0,273,0,16,0,0,0,13,0,0,0,127,0,175,0,114,0,8,0,0,0,5,0,0,0,159,0,8,0,0,0,8,0,0,0,18,0,61,0,27,0,15,0,3,0,8,0,,0,,0,8,0,10,0,9,0,21,0,14,0,179,0,10,0,0,0,8,0,0,0,39,0,14,0,14,0,67,0,23,0,40,0,197,0,67,0,130,0,67,130,27,15,14,11,,7,,0,,,,,12,9
431440705160030,20,63,42,18,16,23,22,15,21,12,13,32,25,14,3,,,0,50,9,,,0,35,4,0,3,0,16,,0,0,0,15,,0,0,0,21,,0,,0,20,,0,0,0,15,0,0,0,0,19,,0,0,0,11,,0,0,0,12,,0,0,0,29,3,0,0,0,25,0,0,0,0,11,28,20,11,6,9,12,7,7,4,4,7,5,9,35,22,7,10,14,10,8,14,8,9,25,20,20,63,42,18,16,23,22,15,21,12,13,32,24,14,3,,,0,50,9,,,0,35,4,0,3,0,16,,0,0,0,15,,0,0,0,21,,0,,0,20,,0,0,0,15,0,0,0,0,19,,0,0,0,11,,0,0,0,12,,0,0,0,29,3,0,0,0,24,0,0,0,0,11,28,20,11,6,9,12,7,7,4,4,7,5,9,35,22,7,10,14,10,8,14,8,9,25,19,125,0,115,0,81,,59,0,52,0,20,0,66,0,63,0,61,,99,0,16,0,3,0,7,0,0,0,106,0,8,0,0,0,,0,0,0,76,,5,0,0,0,0,0,0,0,321,,281,,29,0,3,0,8,0,0,0,131,0,190,,114,0,13,0,0,0,4,0,0,0,167,,16,0,3,0,4,0,0,0,8,0,29,0,16,0,8,0,10,0,11,0,12,0,8,0,12,0,8,0,9,0,24,0,15,,155,,10,0,,0,3,0,0,0,21,0,31,0,13,0,32,0,30,0,43,,170,,65,0,105,,65,105,25,32,18,16,,6,3,3,,4,5,4,12,18
431440705160031,22,54,26,19,18,18,26,34,24,27,27,36,26,20,0,,,0,46,5,,,0,22,,0,3,0,16,,0,,0,15,,0,,0,17,0,0,,0,22,3,0,,0,29,,0,4,0,21,3,0,0,0,25,,0,0,0,23,,0,,0,30,3,0,3,0,24,,0,,0,13,21,10,12,12,4,13,15,11,11,13,15,5,9,33,16,7,6,14,13,19,13,16,14,21,21,22,54,26,19,18,18,26,33,24,27,27,36,25,20,0,,,0,46,5,,,0,22,,0,3,0,16,,0,,0,15,,0,,0,17,0,0,,0,22,3,0,,0,28,,0,4,0,21,3,0,0,0,25,,0,0,0,23,,0,,0,30,3,0,3,0,23,,0,,0,13,21,10,12,12,4,13,15,11,11,13,15,5,9,33,16,7,6,14,13,18,13,16,14,21,20,102,0,138,,115,,44,0,67,0,44,0,58,0,71,,71,,88,0,6,0,,0,6,0,0,0,119,,10,0,0,0,9,0,0,0,101,,8,0,0,0,6,0,0,0,355,,308,,24,0,,0,21,0,0,0,155,0,200,,135,0,11,0,0,0,9,0,0,0,173,,13,0,,0,12,0,0,0,8,0,27,0,9,0,12,0,11,0,13,0,12,0,17,0,19,0,15,0,13,0,21,0,15,,168,,15,0,0,0,9,0,0,0,21,0,35,0,23,0,23,0,49,0,41,,192,,79,0,113,,79,113,39,31,27,33,0,11,,6,,,4,,3,3
431440705160032,5,13,14,9,3,9,6,11,7,9,10,11,6,3,,0,,0,9,,0,3,0,10,,0,3,0,7,0,0,,0,,0,0,,0,7,,0,,0,4,,0,,0,8,,0,,0,6,0,0,,0,9,0,0,0,0,8,,0,,0,11,0,0,0,0,6,0,0,0,0,3,5,9,3,,3,3,4,3,3,3,6,3,,8,5,6,,6,3,7,4,6,7,5,3,5,13,14,9,3,9,6,11,7,9,10,11,6,3,,0,,0,9,,0,3,0,10,,0,3,0,7,0,0,,0,,0,0,,0,7,,0,,0,4,,0,,0,8,,0,,0,6,0,0,,0,9,0,0,0,0,8,,0,,0,11,0,0,0,0,6,0,0,0,0,3,5,9,3,,3,3,4,3,3,3,6,3,,8,5,6,,6,3,7,4,6,7,5,3,32,0,45,0,36,0,17,0,18,0,15,0,15,0,27,0,21,0,22,0,3,0,0,0,7,0,0,0,34,0,3,0,0,0,8,0,0,0,34,0,,0,0,0,,0,0,0,113,0,90,0,7,0,0,0,16,0,0,0,50,0,63,0,38,0,4,0,0,0,8,0,0,0,52,0,3,0,0,0,8,0,0,0,0,0,5,0,6,0,7,0,0,0,4,0,4,0,4,0,3,0,8,0,6,0,8,0,,0,48,0,3,0,0,0,6,0,0,0,5,0,9,0,9,0,6,0,13,0,15,0,57,0,23,0,34,0,23,34,13,16,4,8,,3,4,0,,0,,,,0
431440705160033,8,31,21,9,12,13,11,12,12,19,9,16,7,7,,0,0,0,27,3,0,,0,19,0,0,,0,9,0,0,0,0,11,,0,0,0,10,,0,,0,9,,0,0,0,9,0,0,3,0,11,0,,0,0,17,,0,0,0,8,0,0,,0,15,,0,0,0,6,,0,0,0,4,15,10,4,6,11,3,5,7,9,5,6,,4,16,11,5,6,,8,7,5,10,4,10,6,8,31,21,9,12,13,11,12,12,19,9,16,7,7,,0,0,0,27,3,0,,0,19,0,0,,0,9,0,0,0,0,11,,0,0,0,10,,0,,0,9,,0,0,0,9,0,0,3,0,11,0,,0,0,17,,0,0,0,8,0,0,,0,15,,0,0,0,6,,0,0,0,4,15,10,4,6,11,3,5,7,9,5,6,,4,16,11,5,6,,8,7,5,10,4,10,6,60,0,69,0,51,0,29,0,36,0,21,0,31,0,33,0,30,0,53,0,4,0,0,0,3,0,0,0,59,0,5,0,,0,4,0,0,0,46,0,4,0,0,0,,0,0,0,180,0,158,0,13,0,,0,8,0,0,0,86,0,94,0,73,0,5,0,,0,7,0,0,0,85,0,8,0,0,0,,0,0,0,,0,10,0,9,0,6,0,7,0,7,0,5,0,9,0,4,0,14,0,5,0,12,0,6,0,82,0,7,0,,0,5,0,0,0,6,0,24,0,15,0,14,0,14,0,22,0,95,0,45,0,50,0,45,50,18,26,14,8,,,,,0,,4,0,3,6
431440705160034,23,23,15,16,22,18,13,16,19,15,24,27,26,16,3,0,4,0,19,,0,,0,12,,0,,0,13,,0,,0,19,0,0,3,0,17,0,0,,0,11,0,0,,0,11,4,0,,0,14,,0,4,0,14,0,0,,0,23,,0,0,0,27,0,0,0,0,23,,0,,0,11,9,7,7,10,10,7,7,8,4,12,11,9,12,14,8,9,12,8,6,9,11,11,12,16,17,23,23,15,16,22,18,13,16,18,15,24,27,24,16,3,0,4,0,19,,0,,0,12,,0,,0,13,,0,,0,19,0,0,3,0,17,0,0,,0,11,0,0,,0,11,4,0,,0,13,,0,4,0,14,0,0,,0,23,,0,0,0,27,0,0,0,0,22,,0,,0,11,9,7,7,10,10,7,7,7,4,12,11,8,12,14,8,9,12,8,6,9,11,11,12,16,16,61,0,103,,90,,27,0,48,,35,,34,0,55,0,55,,47,0,6,0,0,0,8,0,0,0,84,,6,0,0,0,13,0,0,0,86,,,,0,0,,0,0,0,254,3,217,,14,,0,0,23,0,0,0,110,,144,,94,,7,,0,0,9,0,0,0,123,,7,0,0,0,14,0,0,0,5,0,9,0,10,0,9,0,11,0,8,0,10,0,6,0,9,,10,0,13,0,20,0,17,,121,,6,,0,0,10,0,0,0,11,0,24,,18,,13,0,29,0,42,,137,3,53,,84,,53,84,30,29,11,12,7,5,,3,4,3,0,,4,7
431440705160035,18,24,15,15,10,14,12,14,13,17,14,21,12,17,0,0,,0,24,0,0,0,0,13,,0,0,0,10,,0,4,0,4,,0,4,0,12,0,0,,0,11,0,0,,0,13,0,,0,0,12,0,,0,0,16,,0,0,0,14,0,0,0,0,19,0,,,0,12,0,0,0,0,6,14,7,7,6,6,,7,9,8,5,10,,12,10,8,8,4,8,10,7,4,9,9,11,10,18,24,15,15,10,14,12,14,13,17,14,21,11,17,0,0,,0,24,0,0,0,0,13,,0,0,0,10,,0,4,0,4,,0,4,0,12,0,0,,0,11,0,0,,0,13,0,,0,0,12,0,,0,0,16,,0,0,0,14,0,0,0,0,19,0,,,0,11,0,0,0,0,6,14,7,7,6,6,,7,9,8,5,10,,12,10,8,8,4,8,10,7,4,9,9,11,9,57,0,78,0,63,,27,0,37,0,25,0,30,0,41,0,38,,54,0,,0,0,0,,0,0,0,62,0,3,0,,0,11,0,0,0,60,,,0,,0,,0,0,0,198,,176,,6,0,3,0,13,0,0,0,89,0,109,,78,0,3,0,,0,7,0,0,0,98,,3,0,,0,6,0,0,0,3,0,15,0,10,0,10,0,4,0,8,0,7,0,5,0,7,0,14,0,10,0,14,0,6,,100,,3,0,,0,8,0,0,0,15,0,17,0,17,0,13,0,24,0,27,,113,,49,0,64,,49,64,20,20,10,11,3,9,0,0,3,,,,0,0
431440705160036,22,45,31,16,4,5,10,11,24,12,18,25,12,18,,0,,,33,5,0,6,,26,3,,,0,12,0,0,4,0,4,0,0,0,0,4,,0,0,0,9,,0,0,0,11,0,0,0,0,19,5,0,0,0,10,,0,0,0,16,0,0,,0,24,,0,0,0,11,,0,0,0,14,21,16,9,,3,3,,11,6,6,10,,8,24,15,7,3,,7,9,13,6,12,15,10,22,44,31,15,4,5,9,11,21,10,18,24,9,18,,0,,,32,5,0,6,,26,3,,,0,12,0,0,3,0,4,0,0,0,0,4,,0,0,0,8,,0,0,0,11,0,0,0,0,17,4,0,0,0,10,0,0,0,0,16,0,0,,0,23,,0,0,0,8,,0,0,0,14,20,16,9,,3,3,,9,4,6,9,,8,24,15,6,3,,6,9,12,6,12,15,8,97,,65,5,61,6,50,,27,,20,4,47,0,38,3,41,,76,,9,0,,0,9,0,,0,56,3,6,,0,0,3,,0,0,57,4,,,0,0,,0,0,0,223,12,189,8,17,3,,0,14,,,0,97,7,126,5,79,5,7,,,0,8,0,,0,110,3,10,,0,0,6,,0,0,4,0,14,0,12,0,8,0,3,0,4,0,6,0,4,0,14,0,7,0,9,0,14,,7,,93,,9,0,,0,3,0,0,0,13,0,17,0,11,,17,0,22,0,26,,106,,41,,65,,41,65,13,20,12,14,,5,,,,7,,,11,
