CD_setor,V01317,V01318,V01319,V01320,V01321,V01322,V01323,V01324,V01325,V01326,V01327,V01328,V01329,V01330,V01331,V01332,V01333,V01334,V01335,V01336,V01337,V01338,V01339,V01340,V01341,V01342,V01343,V01344,V01345,V01346,V01347,V01348,V01349,V01350,V01351,V01352,V01353,V01354,V01355,V01356,V01357,V01358,V01359,V01360,V01361,V01362,V01363,V01364,V01365,V01366,V01367,V01368,V01369,V01370,V01371,V01372,V01373,V01374,V01375,V01376,V01377,V01378,V01379,V01380,V01381,V01382,V01383,V01384,V01385,V01386,V01387,V01388,V01389,V01390,V01391,V01392,V01393,V01394,V01395,V01396,V01397,V01398,V01399,V01400,V01401,V01402,V01403,V01404,V01405,V01406,V01407,V01408,V01409,V01410,V01411
431440705130084,390,27,0,29,,181,14,0,15,0,209,13,0,14,,142,11,0,10,0,71,71,5,6,0,0,5,5,0,0,0,3,17,51,71,0,,,3,6,0,0,0,0,0,,0,0,3,6,0,0,0,0,0,48,3,0,,0,55,6,0,8,,159,10,0,5,0,128,8,0,14,0,17,,0,0,0,164,13,0,15,0,15,,0,0,0,194,12,0,14,
431440705130085,228,50,0,36,0,93,18,0,14,0,135,32,0,22,0,127,23,0,16,0,48,79,5,18,0,0,5,11,0,0,,11,38,51,26,,,6,12,3,0,0,0,0,0,0,,7,4,3,0,0,0,0,0,34,10,0,6,0,48,11,0,11,0,115,24,0,15,0,31,5,0,4,0,10,,0,,0,83,17,0,12,0,10,3,0,,0,125,29,0,21,0
431440705130086,599,17,0,19,0,272,11,0,7,0,327,6,0,12,0,213,11,0,5,0,90,123,8,3,0,0,0,5,0,0,0,0,16,95,102,0,0,,7,3,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,83,,0,,0,105,3,0,4,0,230,9,0,9,0,181,4,0,4,0,22,,0,,0,250,10,0,6,0,18,0,0,0,0,309,6,0,12,0
431440705130087,197,41,0,35,0,71,16,0,16,0,126,25,0,19,0,98,18,0,12,0,25,73,6,12,0,0,6,6,0,0,0,7,19,45,27,0,,4,9,4,0,0,0,0,0,0,,5,,3,0,0,0,0,0,22,3,0,9,0,55,7,0,9,0,86,20,0,11,0,34,11,0,6,0,5,3,0,0,0,66,13,0,16,0,7,0,0,,0,119,25,0,17,0
431440705130089,141,18,0,10,,60,10,0,5,,81,8,0,5,0,75,7,0,5,0,24,51,,6,0,0,3,,0,0,0,10,10,33,22,0,0,,6,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,18,,0,,0,30,3,0,3,,64,12,0,3,,29,,0,3,0,5,,0,0,0,55,9,0,5,,3,,0,0,0,78,7,0,5,0
431440705130090,402,67,3,48,0,191,34,3,22,0,211,33,0,26,0,176,31,,17,0,74,102,14,17,,0,7,10,0,0,,8,37,70,60,0,4,7,7,13,0,0,,0,0,0,,7,7,,0,0,0,0,0,46,4,,10,0,85,22,0,7,0,175,23,,26,0,96,18,0,5,0,12,,,4,0,179,32,,18,0,12,0,0,4,0,199,33,0,22,0
431440705130091,352,3,3,20,0,151,,,7,0,201,,,13,0,139,,,6,0,74,65,,0,,,,4,0,0,0,,38,57,43,0,0,0,0,,0,0,0,,0,0,0,,3,,0,0,0,0,0,73,0,0,7,0,48,0,,3,0,169,,,8,0,62,,0,,0,16,0,0,,0,135,,,5,0,29,0,0,3,0,172,,,10,0
431440705130092,639,39,0,56,,286,27,0,26,,353,12,0,30,,252,15,0,22,,108,144,11,4,0,0,7,15,,0,0,3,57,101,91,0,0,4,5,6,0,0,0,0,0,0,0,7,8,7,0,0,0,,0,92,7,0,4,0,113,,0,11,0,279,18,0,26,,155,12,0,15,,29,3,0,3,0,257,24,0,23,,29,,0,0,0,324,11,0,30,
431440705130093,205,8,0,20,0,112,5,0,5,0,93,3,0,15,0,78,,0,10,0,37,41,0,,0,0,,8,0,0,0,,29,30,17,0,0,0,0,,0,0,0,0,0,0,0,5,,3,0,0,0,0,0,41,,0,7,0,36,0,0,,0,98,4,0,8,0,30,3,0,3,0,20,0,0,,0,92,5,0,4,0,12,0,0,4,0,81,3,0,11,0
431440705130094,448,14,,28,,198,6,,19,,250,8,0,9,0,188,5,,12,0,92,96,0,5,,0,8,4,0,0,0,0,49,76,63,0,0,,3,0,0,0,0,,0,0,0,,8,3,0,0,0,0,0,87,3,0,4,0,59,0,0,7,0,215,9,,13,,87,,0,4,0,35,0,0,,0,163,6,,18,,32,,0,,0,218,7,0,8,0
431440705130095,146,20,0,24,0,68,8,0,10,0,78,12,0,14,0,43,8,0,8,0,17,26,3,5,0,0,3,5,0,0,0,,10,21,11,0,0,,6,0,0,0,0,0,0,0,,5,,0,0,0,0,0,0,34,5,0,9,0,42,5,0,7,0,56,10,0,7,0,14,0,0,,0,18,0,0,,0,50,8,0,9,0,6,4,0,4,0,72,8,0,10,0
431440705130096,633,91,0,120,0,314,44,0,57,0,319,47,0,63,0,232,35,0,38,0,115,117,15,20,0,0,18,20,0,0,0,6,54,99,73,0,0,7,21,7,0,0,0,0,0,0,3,9,15,11,0,0,0,0,0,120,17,0,27,0,128,19,0,39,0,272,46,0,36,0,113,9,0,18,0,39,7,0,5,0,275,37,0,52,0,44,6,0,8,0,275,41,0,55,0
431440705130097,490,57,0,68,0,226,29,0,33,0,264,28,0,35,0,187,27,0,21,0,67,120,14,13,0,0,11,10,0,0,0,11,73,77,26,0,,3,21,,0,0,0,0,0,0,,8,10,,0,0,0,0,0,107,7,0,14,0,78,6,0,20,0,259,40,0,31,0,46,4,0,3,0,29,,0,4,0,197,28,0,29,0,38,3,0,,0,226,25,0,33,0
431440705130099,594,20,0,36,0,281,12,0,17,0,313,8,0,19,0,229,11,0,15,0,82,147,6,5,0,0,4,11,0,0,3,12,66,89,59,,0,4,5,,0,0,0,0,0,0,,4,6,4,0,0,0,0,0,102,,0,6,0,120,3,0,12,0,263,15,0,12,0,109,,0,6,0,38,0,0,,0,243,12,0,15,0,34,0,0,,0,279,8,0,17,0
431440705130100,126,10,0,30,0,56,4,0,18,0,70,6,0,12,0,49,4,0,8,0,17,32,,,0,0,5,3,0,0,0,5,15,18,11,0,0,,,,0,0,0,0,0,,,,,,0,0,0,0,0,24,,0,11,0,35,3,0,5,0,50,5,0,10,0,17,,0,4,0,10,0,0,,0,46,4,0,16,0,9,0,0,3,0,61,6,0,9,0
431440705130101,485,25,0,83,0,222,14,0,46,0,263,11,0,37,0,163,12,0,32,0,72,91,5,7,0,0,17,15,0,0,,4,48,64,46,0,,,7,,0,0,0,0,0,,,13,10,7,0,0,0,0,0,104,4,0,25,0,95,4,0,16,0,203,13,0,33,0,83,4,0,9,0,23,,0,11,0,199,12,0,35,0,41,,0,5,0,222,10,0,32,0
431440705130102,145,4,0,6,0,67,4,0,,0,78,0,0,4,0,59,,0,3,0,39,20,,0,0,0,0,3,0,0,0,,9,27,21,0,,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,21,0,0,0,0,15,,0,0,0,69,,0,3,0,40,0,0,3,0,5,0,0,0,0,62,4,0,,0,9,0,0,0,0,69,0,0,4,0
431440705130103,710,122,0,126,0,337,49,0,59,0,373,73,0,67,0,298,62,0,47,0,109,189,18,44,0,0,18,29,0,0,4,58,144,74,18,0,11,31,16,4,0,0,0,0,0,,11,22,11,,0,0,0,0,0,162,27,0,45,0,265,39,0,45,0,248,50,0,34,0,35,6,0,,0,65,11,0,18,0,272,38,0,41,0,61,11,0,16,0,312,62,0,51,0
431440705130104,252,92,0,64,0,106,39,0,30,0,146,53,0,34,0,108,38,0,24,0,31,77,11,27,0,0,8,16,0,0,,13,36,40,17,,,19,15,,0,0,0,0,0,0,,7,12,3,0,0,0,0,0,57,21,0,23,0,66,23,0,17,0,106,46,0,20,0,23,,0,4,0,19,9,0,8,0,87,30,0,22,0,12,4,0,10,0,134,49,0,24,0
431440705130105,184,71,0,78,,88,31,0,36,0,96,40,0,42,,73,31,0,31,,21,52,4,27,0,0,6,25,0,,0,11,16,27,19,,5,10,8,7,0,0,0,0,0,,3,14,10,3,0,0,,0,,40,18,0,23,0,54,21,0,18,0,68,23,0,33,,22,9,0,4,,17,3,0,9,0,71,28,0,27,0,9,4,0,6,0,87,36,0,36,
431440705130106,443,53,0,60,,206,32,0,27,,237,21,0,33,0,220,27,0,29,0,95,125,16,11,0,0,15,14,0,0,0,28,126,57,9,0,3,12,11,,0,0,0,0,0,,6,15,6,,0,0,0,0,0,84,5,0,16,0,112,16,0,21,,233,31,0,22,0,14,,0,,0,39,0,0,5,0,167,32,0,22,,35,3,0,9,0,202,18,0,24,0
431440705130107,366,50,0,37,0,160,23,0,18,0,206,27,0,19,0,185,19,0,14,0,85,100,10,9,0,0,6,8,0,0,0,20,110,42,13,0,0,14,5,0,0,0,0,0,0,0,,9,,,0,0,0,0,0,73,15,0,7,0,98,3,0,12,0,176,31,0,15,0,19,,0,3,0,28,4,0,3,0,132,19,0,15,0,34,7,0,,0,172,20,0,17,0
431440705130108,628,48,,26,0,285,19,0,17,0,343,29,,9,0,273,25,,7,0,113,160,11,14,0,,6,,0,0,,14,122,98,37,0,0,15,8,,0,0,0,,0,0,0,5,,0,0,0,0,0,0,131,6,0,11,0,104,4,0,3,0,336,30,,12,0,57,8,0,0,0,57,0,0,5,0,228,19,0,12,0,44,,0,3,0,299,27,,6,0
431440705130109,694,55,,52,0,303,28,,25,0,391,27,0,27,0,308,26,0,18,0,88,220,13,13,0,0,7,11,0,0,0,12,139,108,49,0,,7,14,3,0,0,0,0,0,0,0,10,6,,0,0,0,0,0,149,11,0,14,0,128,7,0,9,0,343,32,0,25,0,74,5,,4,0,65,4,0,6,0,238,24,,19,0,52,3,0,4,0,339,24,0,23,0
431440705130110,630,19,0,39,0,290,11,0,20,0,340,8,0,19,0,247,6,0,11,0,108,139,3,3,0,0,6,5,0,0,0,8,95,107,37,0,0,,4,,0,0,0,0,0,0,0,4,6,,0,0,0,0,0,157,4,0,9,0,82,,0,8,0,323,12,0,19,0,68,,0,3,0,65,3,0,4,0,225,8,0,16,0,51,,0,,0,289,7,0,18,0
431440705130111,415,15,0,29,4,200,7,0,13,3,215,8,0,16,,177,4,0,8,,77,100,,,0,0,5,3,,,0,3,57,80,37,0,0,,3,0,0,0,0,0,0,0,0,,6,0,0,0,,0,,92,4,0,11,,46,,0,,0,222,8,0,15,,55,,0,,,45,3,0,4,,155,4,0,9,,21,0,0,4,0,194,8,0,12,
431440705130112,390,25,0,23,,181,13,0,13,,209,12,0,10,0,173,13,0,7,,64,109,6,7,0,0,4,3,,0,0,3,41,87,42,0,0,3,8,,0,0,0,0,0,0,0,,5,0,0,,0,0,0,83,5,0,4,0,52,3,0,6,,196,13,0,13,0,59,4,0,0,0,41,,0,,0,140,11,0,11,,20,,0,,0,189,11,0,9,0
431440705130114,314,157,0,120,,146,61,0,51,0,168,96,0,69,,120,56,0,42,,35,85,8,48,0,0,10,32,0,,0,13,40,41,26,0,4,20,27,5,0,0,0,0,0,0,3,20,16,3,0,0,,0,0,85,53,0,44,,80,37,0,27,0,116,60,0,42,,33,7,0,7,0,33,9,0,11,0,113,52,0,40,0,19,16,0,17,0,149,80,0,52,
431440705130115,321,123,0,95,0,134,45,0,47,0,187,78,0,48,0,135,45,0,26,0,34,101,7,38,0,0,6,20,0,0,0,10,46,51,28,0,4,17,20,4,0,0,0,0,0,0,5,8,11,,0,0,0,0,0,81,38,0,35,0,91,25,0,33,0,117,54,0,25,0,32,6,0,,0,24,8,0,17,0,110,37,0,30,0,24,10,0,6,0,163,68,0,42,0
431440705130116,173,36,0,28,0,84,14,0,17,0,89,22,0,11,0,79,17,0,7,0,29,50,3,14,0,0,3,4,0,0,,6,50,19,3,0,0,11,6,0,0,0,0,0,0,,0,4,,,0,0,0,0,0,40,8,0,10,0,46,9,0,6,0,82,19,0,10,0,5,0,0,,0,21,,0,4,0,63,12,0,13,0,10,6,0,3,0,79,16,0,8,0
431440705130117,89,60,,36,0,48,29,0,18,0,41,31,,18,0,33,19,,15,0,16,17,8,11,0,,7,8,0,0,0,3,12,17,,,,7,9,,0,0,,0,0,,,5,7,,0,0,0,0,0,21,18,0,11,0,24,14,0,10,0,40,27,,14,0,4,,0,,0,9,8,0,5,0,39,21,0,13,0,9,7,0,,0,32,24,,16,0
431440705130118,654,210,5,149,0,311,96,4,79,0,343,114,,70,0,268,79,,47,0,87,181,33,46,,,21,26,0,0,3,17,60,104,84,0,11,17,29,22,0,0,0,0,,0,,10,18,17,0,0,0,0,0,125,40,0,37,0,119,53,,26,0,280,81,,57,0,130,36,3,29,0,46,9,0,14,0,265,87,4,65,0,37,15,0,9,0,306,99,,61,0
431440705130119,230,108,0,75,0,114,48,0,41,0,116,60,0,34,0,97,38,0,29,0,44,53,9,29,0,0,11,18,0,0,0,7,17,47,26,0,4,7,19,8,0,0,0,0,0,0,0,8,14,7,0,0,0,0,0,38,24,0,17,0,53,29,0,17,0,105,46,0,33,0,34,9,0,8,0,10,8,0,8,0,104,40,0,33,0,9,8,0,4,0,107,52,0,30,0
431440705130120,503,22,0,21,0,246,9,0,13,0,257,13,0,8,0,177,6,0,10,0,121,56,4,,0,0,7,3,0,0,0,,19,77,79,0,,,,3,0,0,0,0,0,0,0,,4,5,0,0,0,0,0,56,4,0,0,0,86,3,0,,0,207,9,0,12,0,154,6,0,7,0,13,,0,0,0,233,8,0,13,0,18,,0,0,0,239,11,0,8,0
431440705130121,110,16,0,11,0,54,10,0,6,0,56,6,0,5,0,41,7,0,3,0,18,23,3,4,0,0,,,0,0,0,,12,16,12,0,0,4,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,4,0,3,0,17,4,0,,0,54,7,0,5,0,17,,0,,0,5,,0,,0,49,8,0,5,0,10,,0,,0,46,5,0,3,0
431440705130122,259,6,0,12,0,120,3,0,5,0,139,3,0,7,0,106,3,0,5,0,36,70,,,0,0,,3,0,0,0,6,26,52,22,0,0,,,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,47,0,0,0,0,59,,0,5,0,115,,0,6,0,38,,0,,0,11,0,0,0,0,109,3,0,5,0,17,0,0,0,0,122,3,0,7,0
431440705130123,865,106,0,175,0,405,48,0,81,0,460,58,0,94,0,327,40,0,48,0,149,178,18,22,0,0,23,25,0,0,0,15,104,126,82,0,4,16,14,6,0,0,0,0,0,0,7,16,19,6,0,0,0,0,0,197,22,0,63,0,174,27,0,51,0,357,48,0,53,0,137,9,0,8,0,70,6,0,18,0,335,42,0,63,0,75,6,0,23,0,385,52,0,71,0
431440705130124,69,5,0,17,0,36,4,0,9,0,33,,0,8,0,27,,0,9,0,15,12,,,0,0,,7,0,0,0,3,8,13,3,0,0,,,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,12,0,0,,0,16,,0,3,0,34,3,0,9,0,7,0,0,4,0,4,0,0,,0,32,4,0,8,0,6,0,0,0,0,27,,0,8,0
431440705130125,338,89,0,201,0,159,50,0,100,0,179,39,0,101,0,116,30,0,55,0,48,68,9,21,0,0,25,30,0,0,,24,51,27,13,0,3,15,7,5,0,0,0,0,0,,5,29,15,5,0,0,0,0,0,108,26,0,69,0,109,20,0,61,0,96,35,0,62,0,25,8,0,9,0,32,6,0,25,0,127,44,0,75,0,41,8,0,20,0,138,31,0,81,0
431440705130126,210,121,0,87,0,101,51,0,41,0,109,70,0,46,0,74,47,0,25,0,29,45,16,31,0,0,8,17,0,0,,4,18,30,21,0,4,16,13,14,0,0,0,0,0,0,4,7,12,,0,0,0,0,0,48,26,0,24,0,39,40,0,31,0,85,37,0,29,0,38,18,0,3,0,17,10,0,9,0,84,41,0,32,0,17,14,0,8,0,92,56,0,38,0
431440705130127,148,8,0,30,0,78,3,0,7,0,70,5,0,23,0,50,4,0,7,0,17,33,,3,0,0,0,7,0,0,0,0,10,31,9,0,0,3,,0,0,0,0,0,0,0,,0,,3,0,0,0,0,0,32,0,0,12,0,37,3,0,7,0,62,5,0,7,0,17,0,0,4,0,13,0,0,,0,65,3,0,5,0,11,0,0,6,0,59,5,0,17,0
431440705130128,337,75,0,115,,161,34,0,62,,176,41,0,53,0,121,32,0,49,,55,66,9,23,0,0,24,25,,0,0,6,24,71,20,0,,10,13,7,0,0,0,0,0,0,4,10,24,11,0,,0,0,0,58,10,0,20,0,82,17,0,34,,160,39,0,48,0,37,9,0,13,0,17,,0,8,0,144,32,0,54,,15,4,0,4,0,161,37,0,49,0
431440705130129,675,226,0,345,0,321,112,0,163,0,354,114,0,182,0,226,83,0,102,0,76,150,22,61,0,0,36,66,0,0,0,21,70,97,38,0,5,29,39,10,0,0,0,0,0,,8,45,38,10,0,0,0,0,0,173,46,0,120,0,191,66,0,97,0,250,100,0,112,0,61,14,0,16,0,73,16,0,46,0,248,96,0,117,0,58,12,0,36,0,296,102,0,146,0
431440705130130,500,26,0,31,0,254,13,0,17,0,246,13,0,14,0,189,7,0,17,0,110,79,3,4,0,0,12,5,0,0,,9,16,83,80,0,0,,,4,0,0,0,0,0,0,0,5,9,3,0,0,0,0,0,74,4,0,,0,95,6,0,9,0,207,9,0,15,0,124,7,0,5,0,28,0,0,0,0,226,13,0,17,0,23,3,0,,0,223,10,0,13,0
431440705130131,755,53,0,76,3,359,26,0,36,3,396,27,0,40,0,283,25,0,24,,169,114,15,10,0,0,16,8,,0,0,7,57,144,75,0,,4,9,10,0,0,0,0,0,0,0,8,12,4,0,0,0,,,100,7,0,24,0,159,9,0,12,0,373,24,0,34,,123,13,0,6,,34,0,0,5,0,325,26,0,31,3,30,,0,10,0,366,25,0,30,0
431440705130132,496,21,0,30,0,236,7,0,13,0,260,14,0,17,0,179,10,0,12,0,122,57,4,6,0,0,7,5,0,0,0,3,44,87,45,0,0,4,,4,0,0,0,0,0,0,,,8,,0,0,0,0,0,89,,0,4,0,84,7,0,6,0,244,6,0,17,0,79,7,0,3,0,29,,0,,0,207,6,0,12,0,28,0,0,,0,232,14,0,15,0
431440705130133,419,37,0,40,,198,17,0,18,,221,20,0,22,0,160,14,0,10,,80,80,3,11,0,0,4,6,,0,0,,27,76,55,0,0,,7,6,0,0,0,0,0,0,,3,,4,0,0,0,,0,73,5,0,5,0,67,6,0,14,0,188,18,0,13,,91,8,0,8,0,27,,0,3,0,171,16,0,15,,14,,0,,0,207,19,0,20,0
431440705130135,393,26,0,33,,186,9,0,12,,207,17,0,21,0,153,10,0,10,,61,92,,8,0,0,3,7,,0,0,10,38,63,42,0,0,3,5,,0,0,0,0,0,0,0,4,4,,0,0,0,0,,72,4,0,10,0,80,8,0,7,0,170,11,0,13,0,71,3,0,3,,26,,0,,0,160,8,0,10,,21,3,0,3,0,186,14,0,18,0
431440705130136,468,38,0,38,0,233,19,0,18,0,235,19,0,20,0,187,19,0,14,0,115,72,9,10,0,0,7,7,0,0,0,9,43,85,50,0,,7,6,5,0,0,0,0,0,0,,6,,5,0,0,0,0,0,87,3,0,6,0,99,10,0,16,0,211,20,0,11,0,71,5,0,5,0,34,,0,,0,199,17,0,16,0,26,,0,3,0,209,18,0,17,0
431440705130137,405,47,0,59,0,186,22,0,24,0,219,25,0,35,0,151,19,0,20,0,69,82,9,10,0,0,10,10,0,0,0,,19,62,69,0,0,6,6,7,0,0,0,0,0,0,0,5,8,7,0,0,0,0,0,55,9,0,10,0,71,7,0,7,0,162,18,0,29,0,117,13,0,13,0,21,3,0,3,0,165,19,0,21,0,20,3,0,3,0,199,22,0,32,0
431440705130139,206,59,0,55,0,94,26,0,24,0,112,33,0,31,0,92,27,0,23,0,33,59,10,17,0,0,5,18,0,0,0,18,53,15,6,0,,17,7,,0,0,0,0,0,0,3,14,5,,0,0,0,0,0,41,11,0,15,0,84,22,0,23,0,73,24,0,16,0,8,,0,,0,20,4,0,6,0,74,22,0,18,0,9,7,0,3,0,103,26,0,28,0
431440705130140,379,92,0,82,,161,43,0,29,,218,49,0,53,0,183,42,0,31,,72,111,19,23,0,0,17,14,,0,0,30,106,39,8,0,,31,7,,0,0,0,0,0,0,3,14,10,4,0,,0,0,0,70,20,0,19,0,154,31,0,31,,142,38,0,28,0,13,3,0,4,0,31,8,0,5,0,130,35,0,24,,24,8,0,10,0,194,41,0,43,0
431440705130141,361,17,0,17,0,157,11,0,4,0,204,6,0,13,0,191,10,0,9,0,85,106,8,,0,0,3,6,0,0,0,27,101,42,21,0,,5,,,0,0,0,0,0,0,,6,,,0,0,0,0,0,38,4,0,5,0,125,6,0,6,0,162,5,0,5,0,36,,0,,0,19,,0,,0,138,9,0,3,0,10,,0,,0,194,5,0,11,0
431440705130142,239,17,0,24,0,107,6,0,9,0,132,11,0,15,0,84,8,0,6,0,47,37,3,5,0,0,4,,0,0,0,4,20,26,34,0,0,,4,,0,0,0,0,0,0,,3,,0,0,0,0,0,0,35,4,0,7,0,45,,0,8,0,91,8,0,8,0,68,3,0,,0,10,0,0,,0,97,6,0,8,0,11,,0,3,0,121,10,0,12,0
431440705130143,373,45,0,61,0,184,21,0,32,0,189,24,0,29,0,141,19,0,24,0,59,82,4,15,0,0,9,15,0,0,,11,32,44,52,0,3,4,5,7,0,0,0,0,0,,,6,9,6,0,0,0,0,0,48,8,0,14,0,73,9,0,12,0,153,17,0,24,0,99,11,0,11,0,24,5,0,,0,160,16,0,30,0,10,,0,5,0,179,22,0,24,0
431440705130144,57,20,0,26,0,31,11,0,13,0,26,9,0,13,0,20,8,0,10,0,10,10,4,4,0,0,4,6,0,0,0,,3,8,7,0,,3,3,,0,0,0,0,0,0,,,5,3,0,0,0,0,0,14,5,0,4,0,11,5,0,7,0,19,7,0,9,0,13,3,0,6,0,4,3,0,,0,27,8,0,12,0,4,,0,,0,22,7,0,11,0
431440705130145,533,101,0,105,,248,45,0,50,0,285,56,0,55,,199,35,0,36,0,95,104,14,21,0,0,15,21,0,0,0,6,39,84,70,0,0,5,15,15,0,0,0,0,0,0,3,8,14,11,0,0,0,0,0,90,16,0,20,0,112,33,0,24,0,215,31,0,46,,116,21,0,15,0,34,3,0,5,0,214,42,0,45,0,26,8,0,4,0,259,48,0,51,
431440705130146,25,5,0,21,0,12,,0,9,0,13,3,0,12,0,10,,0,8,0,5,5,,0,0,0,4,4,0,0,0,0,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,4,3,0,0,0,0,0,,0,0,3,0,5,,0,4,0,12,,0,9,0,6,,0,5,0,,0,0,0,0,11,,0,9,0,0,0,0,,0,13,3,0,11,0
431440705130147,565,59,0,64,0,265,25,0,32,0,300,34,0,32,0,196,21,0,21,0,90,106,7,14,0,0,9,12,0,0,0,5,62,84,45,0,,4,11,5,0,0,0,0,0,0,3,5,12,,0,0,0,0,0,119,8,0,15,0,116,10,0,18,0,249,31,0,29,0,81,10,0,,0,37,0,0,8,0,228,25,0,24,0,43,5,0,,0,257,29,0,30,0
431440705130148,481,129,0,176,0,235,64,0,90,0,246,65,0,86,0,150,45,0,54,0,68,82,16,29,0,0,21,33,0,0,0,9,35,81,25,0,,11,25,7,0,0,0,0,0,0,5,15,27,7,0,0,0,0,0,95,24,0,56,0,128,33,0,43,0,213,63,0,66,0,45,9,0,11,0,30,7,0,19,0,205,57,0,71,0,33,8,0,18,0,213,57,0,68,0
431440705130149,412,103,0,105,0,200,53,0,47,0,212,50,0,58,0,162,41,0,31,0,70,92,21,20,0,0,15,16,0,0,0,,28,72,60,0,,11,15,14,0,0,0,0,0,0,,8,13,9,0,0,0,0,0,67,20,0,24,0,71,25,0,24,0,181,39,0,41,0,93,19,0,16,0,28,6,0,13,0,172,47,0,34,0,15,4,0,4,0,197,46,0,54,0
431440705130150,64,17,0,30,0,31,6,0,16,0,33,11,0,14,0,23,6,0,12,0,12,11,0,6,0,0,5,7,0,0,0,0,5,14,4,0,0,,4,,0,0,0,0,0,0,0,6,4,,0,0,0,0,0,10,3,0,9,0,15,5,0,7,0,31,7,0,11,0,8,,0,3,0,,,0,3,0,30,5,0,13,0,5,0,0,3,0,28,11,0,11,0
431440705130151,720,127,0,176,0,346,54,0,89,0,374,73,0,87,0,286,50,0,60,0,143,143,24,26,0,0,36,24,0,0,0,12,61,123,90,0,5,14,16,15,0,0,0,0,0,0,3,13,31,13,0,0,0,0,0,129,22,0,37,0,135,35,0,48,0,325,48,0,68,0,131,22,0,23,0,53,6,0,12,0,293,48,0,77,0,37,12,0,7,0,337,61,0,80,0
431440705130152,341,125,0,175,0,166,60,0,84,0,175,65,0,91,0,127,50,0,54,0,62,65,22,28,0,0,33,21,0,0,,15,50,39,21,0,9,16,22,3,0,0,0,0,0,0,4,18,25,7,0,0,0,0,0,89,33,0,60,0,84,38,0,45,0,136,49,0,63,0,32,5,0,7,0,25,9,0,20,0,141,51,0,64,0,34,12,0,23,0,141,53,0,68,0
431440705140003,200,4,0,8,0,93,,0,5,0,107,,0,3,0,68,4,0,4,0,37,31,,,0,0,3,,0,0,0,,11,24,31,0,0,,3,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,38,0,0,3,0,42,,0,,0,75,3,0,,0,45,0,0,,0,16,0,0,,0,77,,0,4,0,8,0,0,,0,99,,0,,0
431440705140004,621,125,0,152,0,299,64,0,79,0,322,61,0,73,0,223,51,0,57,0,127,96,28,23,0,0,34,23,0,0,,17,67,93,45,0,6,15,16,14,0,0,0,0,0,0,6,20,16,15,0,0,0,0,0,147,21,0,48,0,180,36,0,39,0,226,46,0,45,0,68,22,0,20,0,56,7,0,25,0,243,57,0,54,0,54,7,0,14,0,268,54,0,59,0
431440705140005,103,3,0,10,0,54,,0,4,0,49,,0,6,0,38,,0,5,0,24,14,0,,0,0,,4,0,0,0,0,9,14,15,0,0,0,0,,0,0,0,0,0,0,0,,,,0,0,0,0,0,18,0,0,,0,20,,0,,0,41,,0,4,0,24,,0,,0,6,0,0,0,0,48,,0,4,0,6,0,0,0,0,43,,0,6,0
431440705140006,256,6,0,19,0,127,5,0,8,0,129,,0,11,0,104,5,0,3,0,64,40,4,,0,0,,,0,0,,,26,40,35,0,,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,43,0,0,5,0,49,,0,8,0,110,3,0,5,0,54,,0,,0,18,0,0,3,0,109,5,0,5,0,13,0,0,,0,116,,0,10,0
431440705140007,68,,0,7,0,34,,0,4,0,34,,0,3,0,26,,0,,0,14,12,,,0,0,,0,0,0,0,,3,8,14,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,10,0,0,,0,12,0,0,,0,26,,0,4,0,20,0,0,,0,,0,0,0,0,32,,0,4,0,,0,0,0,0,32,,0,3,0
431440705140012,26,6,0,4,0,14,5,0,4,0,12,,0,0,0,10,,0,,0,3,7,,0,0,0,,0,0,0,0,0,4,,4,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,3,0,,0,7,,0,,0,10,,0,,0,7,0,0,0,0,,,0,,0,12,3,0,3,0,0,0,0,0,0,12,,0,0,0
431440705140013,99,5,0,16,0,51,,0,7,0,48,3,0,9,0,42,4,0,4,0,15,27,,3,0,0,,3,0,0,3,3,8,14,14,0,0,,,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,19,0,0,5,0,19,0,0,7,0,42,5,0,4,0,19,0,0,0,0,7,0,0,,0,44,,0,6,0,3,0,0,,0,45,3,0,8,0
431440705140014,269,35,0,39,0,140,18,0,21,0,129,17,0,18,0,94,12,0,8,0,48,46,6,6,0,0,3,5,0,0,0,5,27,41,21,0,,5,3,,0,0,0,0,0,0,0,,3,3,0,0,0,0,0,63,8,0,13,0,58,9,0,7,0,113,15,0,16,0,35,3,0,3,0,18,3,0,3,0,122,15,0,18,0,21,,0,,0,108,15,0,16,0
